Type,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo
HSS,HSS6X3X.125,HSS6X3X1/8,F,7.31,2.00,–,–,6.00,5.65,–,–,–,3.00,2.65,–,–,–,–,–,–,–,0.125,0.116,–,–,–,–,–,–,–,–,–,–,22.9,–,48.7,–,9.43,3.87,3.14,2.17,3.23,2.40,2.15,1.27,–,–,–,7.73,–,3.93,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS152.4X76.2X3.2,HSS152.4X76.2X3.2,10.9,1290,–,–,152,144,–,–,–,76.2,67.3,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,22.9,–,48.7,–,3.93,63.4,51.5,55.1,1.34,39.3,35.2,32.3,–,–,–,3220,–,64.4,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS6X2X.375,HSS6X2X3/8,F,17.27,4.78,–,–,6.00,4.95,–,–,–,2.00,0.953,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,2.73,–,14.2,–,17.1,7.93,5.71,1.89,2.77,3.46,2.77,0.760,–,–,–,8.42,–,6.35,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS152.4X50.8X9.5,HSS152.4X50.8X9.5,25.6,3080,–,–,152,126,–,–,–,50.8,24.2,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,2.73,–,14.2,–,7.12,130,93.6,48.0,1.15,56.7,45.4,19.3,–,–,–,3500,–,104,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS6X2X.313,HSS6X2X5/16,F,14.83,4.10,–,–,6.00,5.13,–,–,–,2.00,1.13,–,–,–,–,–,–,–,0.3125,0.291,–,–,–,–,–,–,–,–,–,–,3.87,–,17.6,–,15.3,6.95,5.11,1.93,2.52,3.07,2.52,0.785,–,–,–,7.60,–,5.58,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS152.4X50.8X7.9,HSS152.4X50.8X7.9,22.0,2650,–,–,152,130,–,–,–,50.8,28.7,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,3.87,–,17.6,–,6.37,114,83.7,49.0,1.05,50.3,41.3,19.9,–,–,–,3160,–,91.4,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS6X2X.250,HSS6X2X1/4,F,12.21,3.37,–,–,6.00,5.30,–,–,–,2.00,1.30,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,5.58,–,22.8,–,13.1,5.84,4.37,1.97,2.21,2.61,2.21,0.810,–,–,–,6.55,–,4.70,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS152.4X50.8X6.4,HSS152.4X50.8X6.4,18.1,2170,–,–,152,135,–,–,–,50.8,33.0,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,5.58,–,22.8,–,5.45,95.7,71.6,50.0,0.920,42.8,36.2,20.6,–,–,–,2730,–,77.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS6X2X.188,HSS6X2X3/16,F,9.42,2.58,–,–,6.00,5.48,–,–,–,2.00,1.48,–,–,–,–,–,–,–,0.1875,0.174,–,–,–,–,–,–,–,–,–,–,8.49,–,31.5,–,10.5,4.58,3.49,2.01,1.80,2.07,1.80,0.836,–,–,–,5.24,–,3.68,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS152.4X50.8X4.8,HSS152.4X50.8X4.8,14.0,1660,–,–,152,139,–,–,–,50.8,37.6,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,8.49,–,31.5,–,4.37,75.1,57.2,51.1,0.749,33.9,29.5,21.2,–,–,–,2180,–,60.3,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS6X2X.125,HSS6X2X1/8,F,6.46,1.77,–,–,6.00,5.65,–,–,–,2.00,1.65,–,–,–,–,–,–,–,0.125,0.116,–,–,–,–,–,–,–,–,–,–,14.2,–,48.7,–,7.42,3.19,2.47,2.05,1.31,1.46,1.31,0.861,–,–,–,3.72,–,2.57,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS152.4X50.8X3.2,HSS152.4X50.8X3.2,9.59,1140,–,–,152,144,–,–,–,50.8,41.9,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,14.2,–,48.7,–,3.09,52.3,40.5,52.1,0.545,23.9,21.5,21.9,–,–,–,1550,–,42.1,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5-1/2X5-1/2X.375,HSS5-1/2X5-1/2X3/8,F,24.93,6.88,–,–,5.50,4.45,–,–,–,5.50,4.45,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,12.8,–,12.8,–,29.7,13.1,10.8,2.08,29.7,13.1,10.8,2.08,–,–,–,49.0,–,18.4,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS139.7X139.7X9.5,HSS139.7X139.7X9.5,37.0,4440,–,–,140,113,–,–,–,140,113,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,12.8,–,12.8,–,12.4,215,177,52.8,12.4,215,177,52.8,–,–,–,20400,–,302,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5-1/2X5-1/2X.313,HSS5-1/2X5-1/2X5/16,F,21.21,5.85,–,–,5.50,4.63,–,–,–,5.50,4.63,–,–,–,–,–,–,–,0.3125,0.291,–,–,–,–,–,–,–,–,–,–,15.9,–,15.9,–,25.9,11.3,9.43,2.11,25.9,11.3,9.43,2.11,–,–,–,42.2,–,15.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS139.7X139.7X7.9,HSS139.7X139.7X7.9,31.5,3770,–,–,140,118,–,–,–,140,118,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,15.9,–,15.9,–,10.8,185,155,53.6,10.8,185,155,53.6,–,–,–,17600,–,257,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5-1/2X5-1/2X.250,HSS5-1/2X5-1/2X1/4,F,17.32,4.77,–,–,5.50,4.80,–,–,–,5.50,4.80,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,20.6,–,20.6,–,21.7,9.32,7.90,2.13,21.7,9.32,7.90,2.13,–,–,–,34.8,–,12.9,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS139.7X139.7X6.4,HSS139.7X139.7X6.4,25.7,3080,–,–,140,122,–,–,–,140,122,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,20.6,–,20.6,–,9.03,153,129,54.1,9.03,153,129,54.1,–,–,–,14500,–,211,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5-1/2X5-1/2X.188,HSS5-1/2X5-1/2X3/16,F,13.25,3.63,–,–,5.50,4.98,–,–,–,5.50,4.98,–,–,–,–,–,–,–,0.1875,0.174,–,–,–,–,–,–,–,–,–,–,28.6,–,28.6,–,17.0,7.19,6.17,2.16,17.0,7.19,6.17,2.16,–,–,–,26.7,–,9.85,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS139.7X139.7X4.8,HSS139.7X139.7X4.8,19.7,2340,–,–,140,126,–,–,–,140,126,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,28.6,–,28.6,–,7.08,118,101,54.9,7.08,118,101,54.9,–,–,–,11100,–,161,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5-1/2X5-1/2X.125,HSS5-1/2X5-1/2X1/8,F,9.01,2.46,–,–,5.50,5.15,–,–,–,5.50,5.15,–,–,–,–,–,–,–,0.125,0.116,–,–,–,–,–,–,–,–,–,–,44.4,–,44.4,–,11.8,4.95,4.30,2.19,11.8,4.95,4.30,2.19,–,–,–,18.3,–,6.72,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS139.7X139.7X3.2,HSS139.7X139.7X3.2,13.4,1590,–,–,140,131,–,–,–,140,131,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,44.4,–,44.4,–,4.91,81.1,70.5,55.6,4.91,81.1,70.5,55.6,–,–,–,7620,–,110,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5X5X.500,HSS5X5X1/2,F,28.43,7.88,–,–,5.00,3.60,–,–,–,5.00,3.60,–,–,–,–,–,–,–,0.500,0.465,–,–,–,–,–,–,–,–,–,–,7.75,–,7.75,–,26.0,13.1,10.4,1.82,26.0,13.1,10.4,1.82,–,–,–,44.6,–,18.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS127X127X12.7,HSS127X127X12.7,42.1,5080,–,–,127,91.4,–,–,–,127,91.4,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,7.75,–,7.75,–,10.8,215,170,46.2,10.8,215,170,46.2,–,–,–,18600,–,306,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5X5X.375,HSS5X5X3/8,F,22.37,6.18,–,–,5.00,3.95,–,–,–,5.00,3.95,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,11.3,–,11.3,–,21.7,10.6,8.68,1.87,21.7,10.6,8.68,1.87,–,–,–,36.1,–,14.9,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS127X127X9.5,HSS127X127X9.5,33.2,3990,–,–,127,100,–,–,–,127,100,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,11.3,–,11.3,–,9.03,174,142,47.5,9.03,174,142,47.5,–,–,–,15000,–,244,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5X5X.313,HSS5X5X5/16,F,19.08,5.26,–,–,5.00,4.13,–,–,–,5.00,4.13,–,–,–,–,–,–,–,0.3125,0.291,–,–,–,–,–,–,–,–,–,–,14.2,–,14.2,–,19.0,9.16,7.62,1.90,19.0,9.16,7.62,1.90,–,–,–,31.2,–,12.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS127X127X7.9,HSS127X127X7.9,28.3,3390,–,–,127,105,–,–,–,127,105,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,14.2,–,14.2,–,7.91,150,125,48.3,7.91,150,125,48.3,–,–,–,13000,–,210,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5X5X.250,HSS5X5X1/4,F,15.62,4.30,–,–,5.00,4.30,–,–,–,5.00,4.30,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,18.5,–,18.5,–,16.0,7.61,6.41,1.93,16.0,7.61,6.41,1.93,–,–,–,25.8,–,10.5,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS127X127X6.4,HSS127X127X6.4,23.2,2770,–,–,127,109,–,–,–,127,109,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,18.5,–,18.5,–,6.66,125,105,49.0,6.66,125,105,49.0,–,–,–,10700,–,172,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5X5X.188,HSS5X5X3/16,F,11.97,3.28,–,–,5.00,4.48,–,–,–,5.00,4.48,–,–,–,–,–,–,–,0.1875,0.174,–,–,–,–,–,–,–,–,–,–,25.7,–,25.7,–,12.6,5.89,5.03,1.96,12.6,5.89,5.03,1.96,–,–,–,19.9,–,8.08,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS127X127X4.8,HSS127X127X4.8,17.8,2120,–,–,127,114,–,–,–,127,114,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,25.7,–,25.7,–,5.24,96.5,82.4,49.8,5.24,96.5,82.4,49.8,–,–,–,8280,–,132,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5X5X.125,HSS5X5X1/8,F,8.16,2.23,–,–,5.00,4.65,–,–,–,5.00,4.65,–,–,–,–,–,–,–,0.125,0.116,–,–,–,–,–,–,–,–,–,–,40.1,–,40.1,–,8.80,4.07,3.52,1.99,8.80,4.07,3.52,1.99,–,–,–,13.7,–,5.53,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS127X127X3.2,HSS127X127X3.2,12.1,1440,–,–,127,118,–,–,–,127,118,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,40.1,–,40.1,–,3.66,66.7,57.7,50.5,3.66,66.7,57.7,50.5,–,–,–,5700,–,90.6,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5X4X.500,HSS5X4X1/2,F,25.03,6.95,–,–,5.00,3.60,–,–,–,4.00,2.60,–,–,–,–,–,–,–,0.500,0.465,–,–,–,–,–,–,–,–,–,–,5.60,–,7.75,–,21.2,10.9,8.49,1.75,14.9,9.35,7.43,1.46,–,–,–,30.3,–,14.5,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS127X101.6X12.7,HSS127X101.6X12.7,37.1,4480,–,–,127,91.4,–,–,–,102,66.0,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,5.60,–,7.75,–,8.82,179,139,44.5,6.20,153,122,37.1,–,–,–,12600,–,238,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5X4X.375,HSS5X4X3/8,F,19.82,5.48,–,–,5.00,3.95,–,–,–,4.00,2.95,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,8.46,–,11.3,–,17.9,8.96,7.17,1.81,12.6,7.67,6.30,1.52,–,–,–,24.9,–,11.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS127X101.6X9.5,HSS127X101.6X9.5,29.4,3540,–,–,127,100,–,–,–,102,74.9,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,8.46,–,11.3,–,7.45,147,117,46.0,5.24,126,103,38.6,–,–,–,10400,–,192,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5X4X.313,HSS5X4X5/16,F,16.96,4.68,–,–,5.00,4.13,–,–,–,4.00,3.13,–,–,–,–,–,–,–,0.3125,0.291,–,–,–,–,–,–,–,–,–,–,10.7,–,14.2,–,15.8,7.79,6.32,1.84,11.1,6.67,5.57,1.54,–,–,–,21.7,–,10.1,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS127X101.6X7.9,HSS127X101.6X7.9,25.2,3020,–,–,127,105,–,–,–,102,79.5,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,10.7,–,14.2,–,6.58,128,104,46.7,4.62,109,91.3,39.1,–,–,–,9030,–,166,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5X4X.250,HSS5X4X1/4,F,13.91,3.84,–,–,5.00,4.30,–,–,–,4.00,3.30,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,14.2,–,18.5,–,13.4,6.49,5.35,1.87,9.46,5.57,4.73,1.57,–,–,–,18.0,–,8.32,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS127X101.6X6.4,HSS127X101.6X6.4,20.7,2480,–,–,127,109,–,–,–,102,83.8,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,14.2,–,18.5,–,5.58,106,87.7,47.5,3.94,91.3,77.5,39.9,–,–,–,7490,–,136,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5X4X.188,HSS5X4X3/16,F,10.70,2.93,–,–,5.00,4.48,–,–,–,4.00,3.48,–,–,–,–,–,–,–,0.1875,0.174,–,–,–,–,–,–,–,–,–,–,20.0,–,25.7,–,10.6,5.05,4.22,1.90,7.48,4.34,3.74,1.60,–,–,–,14.0,–,6.41,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS127X101.6X4.8,HSS127X101.6X4.8,15.9,1890,–,–,127,114,–,–,–,102,88.4,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,20.0,–,25.7,–,4.41,82.8,69.2,48.3,3.11,71.1,61.3,40.6,–,–,–,5830,–,105,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5X4X.125,HSS5X4X1/8,F,7.31,2.00,–,–,5.00,4.65,–,–,–,4.00,3.65,–,–,–,–,–,–,–,0.125,0.116,–,–,–,–,–,–,–,–,–,–,31.5,–,40.1,–,7.42,3.50,2.97,1.93,5.27,3.01,2.64,1.62,–,–,–,9.66,–,4.39,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS127X101.6X3.2,HSS127X101.6X3.2,10.9,1290,–,–,127,118,–,–,–,102,92.7,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,31.5,–,40.1,–,3.09,57.4,48.7,49.0,2.19,49.3,43.3,41.1,–,–,–,4020,–,71.9,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5X3X.500,HSS5X3X1/2,F,21.63,6.02,–,–,5.00,3.60,–,–,–,3.00,1.60,–,–,–,–,–,–,–,0.500,0.465,–,–,–,–,–,–,–,–,–,–,3.45,–,7.75,–,16.4,8.83,6.57,1.65,7.18,6.10,4.78,1.09,–,–,–,17.6,–,10.3,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS127X76.2X12.7,HSS127X76.2X12.7,32.0,3880,–,–,127,91.4,–,–,–,76.2,40.6,–,–,–,–,–,–,–,12.7,11.8,–,–,–,–,–,–,–,–,–,–,3.45,–,7.75,–,6.83,145,108,41.9,2.99,100,78.3,27.7,–,–,–,7330,–,169,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5X3X.375,HSS5X3X3/8,F,17.27,4.78,–,–,5.00,3.95,–,–,–,3.00,1.95,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,5.60,–,11.3,–,14.1,7.34,5.65,1.72,6.25,5.10,4.16,1.14,–,–,–,14.9,–,8.44,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS127X76.2X9.5,HSS127X76.2X9.5,25.6,3080,–,–,127,100,–,–,–,76.2,49.5,–,–,–,–,–,–,–,9.53,8.86,–,–,–,–,–,–,–,–,–,–,5.60,–,11.3,–,5.87,120,92.6,43.7,2.60,83.6,68.2,29.0,–,–,–,6200,–,138,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5X3X.313,HSS5X3X5/16,F,14.83,4.10,–,–,5.00,4.13,–,–,–,3.00,2.13,–,–,–,–,–,–,–,0.3125,0.291,–,–,–,–,–,–,–,–,–,–,7.31,–,14.2,–,12.6,6.42,5.03,1.75,5.60,4.48,3.73,1.17,–,–,–,13.1,–,7.33,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS127X76.2X7.9,HSS127X76.2X7.9,22.0,2650,–,–,127,105,–,–,–,76.2,54.1,–,–,–,–,–,–,–,7.94,7.39,–,–,–,–,–,–,–,–,–,–,7.31,–,14.2,–,5.24,105,82.4,44.5,2.33,73.4,61.1,29.7,–,–,–,5450,–,120,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5X3X.250,HSS5X3X1/4,F,12.21,3.37,–,–,5.00,4.30,–,–,–,3.00,2.30,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,9.88,–,18.5,–,10.7,5.38,4.29,1.78,4.81,3.77,3.21,1.19,–,–,–,11.0,–,6.10,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS127X76.2X6.4,HSS127X76.2X6.4,18.1,2170,–,–,127,109,–,–,–,76.2,58.4,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,9.88,–,18.5,–,4.45,88.2,70.3,45.2,2.00,61.8,52.6,30.2,–,–,–,4580,–,100,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5X3X.188,HSS5X3X3/16,F,9.42,2.58,–,–,5.00,4.48,–,–,–,3.00,2.48,–,–,–,–,–,–,–,0.1875,0.174,–,–,–,–,–,–,–,–,–,–,14.2,–,25.7,–,8.53,4.21,3.41,1.82,3.85,2.96,2.57,1.22,–,–,–,8.64,–,4.73,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS127X76.2X4.8,HSS127X76.2X4.8,14.0,1660,–,–,127,114,–,–,–,76.2,63.0,–,–,–,–,–,–,–,4.76,4.42,–,–,–,–,–,–,–,–,–,–,14.2,–,25.7,–,3.55,69.0,55.9,46.2,1.60,48.5,42.1,31.0,–,–,–,3600,–,77.5,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5X3X.125,HSS5X3X1/8,F,6.46,1.77,–,–,5.00,4.65,–,–,–,3.00,2.65,–,–,–,–,–,–,–,0.125,0.116,–,–,–,–,–,–,–,–,–,–,22.9,–,40.1,–,6.03,2.93,2.41,1.85,2.75,2.07,1.83,1.25,–,–,–,6.02,–,3.26,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS127X76.2X3.2,HSS127X76.2X3.2,9.59,1140,–,–,127,118,–,–,–,76.2,67.3,–,–,–,–,–,–,–,3.18,2.95,–,–,–,–,–,–,–,–,–,–,22.9,–,40.1,–,2.51,48.0,39.5,47.0,1.14,33.9,30.0,31.8,–,–,–,2510,–,53.4,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
HSS,HSS5X2-1/2X.250,HSS5X2-1/2X1/4,F,11.36,3.14,–,–,5.00,4.30,–,–,–,2.50,1.80,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,7.73,–,18.5,–,9.40,4.83,3.76,1.73,3.13,2.95,2.50,0.999,–,–,–,7.93,–,4.99,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,HSS127X63.5X6.4,HSS127X63.5X6.4,16.9,2030,–,–,127,109,–,–,–,63.5,45.7,–,–,–,–,–,–,–,6.35,5.92,–,–,–,–,–,–,–,–,–,–,7.73,–,18.5,–,3.91,79.1,61.6,43.9,1.30,48.3,41.0,25.4,–,–,–,3300,–,81.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
